ProductKey,ProductName,SubCategory,Category,Color,ListPrice,DaysToManufacture,ProductLine,ModelName,Photo,ProductDescription,StartDate
163,Metal Sheet 7,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/163.jpg,,1998-06-01
164,Metal Sheet 4,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/164.jpg,,1998-06-01
165,Metal Sheet 5,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/165.jpg,,1998-06-01
166,Metal Sheet 6,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/166.jpg,,1998-06-01
167,Metal Sheet 1,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/167.jpg,,1998-06-01
168,Metal Tread Plate,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/168.jpg,,1998-06-01
169,LL Nipple,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/169.jpg,,1998-06-01
170,HL Nipple,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/170.jpg,,1998-06-01
171,Paint - Black,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/171.jpg,,1998-06-01
172,Paint - Red,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/172.jpg,,1998-06-01
173,Paint - Silver,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/173.jpg,,1998-06-01
174,Paint - Blue,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/174.jpg,,1998-06-01
175,Paint - Yellow,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/175.jpg,,1998-06-01
176,Pinch Bolt,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/176.jpg,,1998-06-01
177,Cup-Shaped Race,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/177.jpg,,1998-06-01
178,Cone-Shaped Race,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/178.jpg,,1998-06-01
179,Reflector,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/179.jpg,,1998-06-01
180,LL Mountain Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/180.jpg,,1998-06-01
181,ML Mountain Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/181.jpg,,1998-06-01
182,HL Mountain Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/182.jpg,,1998-06-01
183,LL Road Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/183.jpg,,1998-06-01
184,ML Road Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/184.jpg,,1998-06-01
185,HL Road Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/185.jpg,,1998-06-01
186,Touring Rim,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/186.jpg,,1998-06-01
187,LL Mountain Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/187.jpg,,1998-06-01
188,ML Mountain Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/188.jpg,,1998-06-01
189,HL Mountain Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/189.jpg,,1998-06-01
190,LL Road Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/190.jpg,,1998-06-01
191,ML Road Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/191.jpg,,1998-06-01
192,HL Road Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/192.jpg,,1998-06-01
193,LL Touring Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/193.jpg,,1998-06-01
194,ML Touring Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/194.jpg,,1998-06-01
195,HL Touring Seat Assembly,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/195.jpg,,1998-06-01
196,LL Spindle/Axle,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/196.jpg,,1998-06-01
197,HL Spindle/Axle,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/197.jpg,,1998-06-01
198,LL Shell,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/198.jpg,,1998-06-01
199,HL Shell,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/199.jpg,,1998-06-01
200,Spokes,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/200.jpg,,1998-06-01
201,Seat Lug,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/201.jpg,,1998-06-01
202,Stem,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/202.jpg,,1998-06-01
203,Seat Post,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/203.jpg,,1998-06-01
204,Steerer,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/204.jpg,,1998-06-01
205,Seat Stays,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/205.jpg,,1998-06-01
206,Seat Tube,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/206.jpg,,1998-06-01
207,Top Tube,Unknown,Unknown,Silver,364.09,1,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/207.jpg,,1998-06-01
208,Tension Pulley,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/208.jpg,,1998-06-01
209,Rear Derailleur Cage,Unknown,Unknown,Silver,364.09,0,Unknown,Unknown,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/209.jpg,,1998-06-01
210,"HL Road Frame - Black, 58",Road Frames,Components,Black,364.09,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/210.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1998-06-01
211,"HL Road Frame - Red, 58",Road Frames,Components,Red,364.09,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/211.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1998-06-01
212,"Sport-100 Helmet, Red",Helmets,Accessories,Red,33.6442,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/212.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2005-07-01
213,"Sport-100 Helmet, Red",Helmets,Accessories,Red,33.6442,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/213.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2006-07-01
214,"Sport-100 Helmet, Red",Helmets,Accessories,Red,34.99,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/214.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2007-07-01
215,"Sport-100 Helmet, Black",Helmets,Accessories,Black,33.6442,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/215.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2005-07-01
216,"Sport-100 Helmet, Black",Helmets,Accessories,Black,33.6442,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/216.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2006-07-01
217,"Sport-100 Helmet, Black",Helmets,Accessories,Black,34.99,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/217.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2007-07-01
218,"Mountain Bike Socks, M",Socks,Clothing,White,9.5,0,Mountain,Mountain Bike Socks,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/218.jpg,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2005-07-01
219,"Mountain Bike Socks, L",Socks,Clothing,White,9.5,0,Mountain,Mountain Bike Socks,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/219.jpg,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2005-07-01
220,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,33.6442,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/220.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2005-07-01
221,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,33.6442,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/221.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2006-07-01
222,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,34.99,0,Sport,Sport-100,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/222.jpg,"Universal fit, well-vented, lightweight , snap-on visor.",2007-07-01
223,AWC Logo Cap,Caps,Clothing,Multi,8.6442,0,Sport,Cycling Cap,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/223.jpg,Traditional style with a flip-up brim; one-size fits all.,2005-07-01
224,AWC Logo Cap,Caps,Clothing,Multi,8.6442,0,Sport,Cycling Cap,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/224.jpg,Traditional style with a flip-up brim; one-size fits all.,2006-07-01
225,AWC Logo Cap,Caps,Clothing,Multi,8.99,0,Sport,Cycling Cap,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/225.jpg,Traditional style with a flip-up brim; one-size fits all.,2007-07-01
226,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/226.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2005-07-01
227,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/227.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2006-07-01
228,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/228.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2007-07-01
229,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/229.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2005-07-01
230,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/230.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2006-07-01
231,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/231.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2007-07-01
232,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/232.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2005-07-01
233,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/233.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2006-07-01
234,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/234.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2007-07-01
235,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/235.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2005-07-01
236,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,Multi,48.0673,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/236.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2006-07-01
237,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/237.jpg,Unisex long-sleeve AWC logo microfiber cycling jersey,2007-07-01
238,"HL Road Frame - Red, 62",Road Frames,Components,Red,1263.4598,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/238.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2005-07-01
239,"HL Road Frame - Red, 62",Road Frames,Components,Red,1301.3636,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/239.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2006-07-01
240,"HL Road Frame - Red, 62",Road Frames,Components,Red,1431.5,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/240.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2007-07-01
241,"HL Road Frame - Red, 44",Road Frames,Components,Red,1263.4598,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/241.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2005-07-01
242,"HL Road Frame - Red, 44",Road Frames,Components,Red,1301.3636,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/242.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2006-07-01
243,"HL Road Frame - Red, 44",Road Frames,Components,Red,1431.5,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/243.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2007-07-01
244,"HL Road Frame - Red, 48",Road Frames,Components,Red,1263.4598,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/244.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2005-07-01
245,"HL Road Frame - Red, 48",Road Frames,Components,Red,1301.3636,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/245.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2006-07-01
246,"HL Road Frame - Red, 48",Road Frames,Components,Red,1431.5,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/246.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2007-07-01
247,"HL Road Frame - Red, 52",Road Frames,Components,Red,1263.4598,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/247.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2005-07-01
248,"HL Road Frame - Red, 52",Road Frames,Components,Red,1301.3636,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/248.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2006-07-01
249,"HL Road Frame - Red, 52",Road Frames,Components,Red,1431.5,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/249.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2007-07-01
250,"HL Road Frame - Red, 56",Road Frames,Components,Red,1263.4598,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/250.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2005-07-01
251,"HL Road Frame - Red, 56",Road Frames,Components,Red,1301.3636,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/251.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2006-07-01
252,"HL Road Frame - Red, 56",Road Frames,Components,Red,1431.5,1,Road,HL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/252.jpg,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2007-07-01
253,"LL Road Frame - Black, 58",Road Frames,Components,Black,297.6346,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/253.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
254,"LL Road Frame - Black, 58",Road Frames,Components,Black,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/254.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
255,"LL Road Frame - Black, 58",Road Frames,Components,Black,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/255.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2007-07-01
256,"LL Road Frame - Black, 60",Road Frames,Components,Black,297.6346,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/256.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
257,"LL Road Frame - Black, 60",Road Frames,Components,Black,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/257.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
258,"LL Road Frame - Black, 60",Road Frames,Components,Black,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/258.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2007-07-01
259,"LL Road Frame - Black, 62",Road Frames,Components,Black,297.6346,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/259.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
260,"LL Road Frame - Black, 62",Road Frames,Components,Black,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/260.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
261,"LL Road Frame - Black, 62",Road Frames,Components,Black,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/261.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2007-07-01
262,"LL Road Frame - Red, 44",Road Frames,Components,Red,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/262.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
263,"LL Road Frame - Red, 44",Road Frames,Components,Red,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/263.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
264,"LL Road Frame - Red, 48",Road Frames,Components,Red,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/264.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
265,"LL Road Frame - Red, 48",Road Frames,Components,Red,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/265.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
266,"LL Road Frame - Red, 52",Road Frames,Components,Red,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/266.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
267,"LL Road Frame - Red, 52",Road Frames,Components,Red,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/267.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
268,"LL Road Frame - Red, 58",Road Frames,Components,Red,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/268.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
269,"LL Road Frame - Red, 58",Road Frames,Components,Red,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/269.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
270,"LL Road Frame - Red, 60",Road Frames,Components,Red,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/270.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
271,"LL Road Frame - Red, 60",Road Frames,Components,Red,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/271.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
272,"LL Road Frame - Red, 62",Road Frames,Components,Red,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/272.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
273,"LL Road Frame - Red, 62",Road Frames,Components,Red,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/273.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
274,"ML Road Frame - Red, 44",Road Frames,Components,Red,594.83,1,Road,ML Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/274.jpg,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2005-07-01
275,"ML Road Frame - Red, 48",Road Frames,Components,Red,594.83,1,Road,ML Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/275.jpg,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2005-07-01
276,"ML Road Frame - Red, 52",Road Frames,Components,Red,594.83,1,Road,ML Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/276.jpg,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2005-07-01
277,"ML Road Frame - Red, 58",Road Frames,Components,Red,594.83,1,Road,ML Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/277.jpg,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2005-07-01
278,"ML Road Frame - Red, 60",Road Frames,Components,Red,594.83,1,Road,ML Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/278.jpg,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2005-07-01
279,"LL Road Frame - Black, 44",Road Frames,Components,Black,297.6346,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/279.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
280,"LL Road Frame - Black, 44",Road Frames,Components,Black,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/280.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
281,"LL Road Frame - Black, 44",Road Frames,Components,Black,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/281.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2007-07-01
282,"LL Road Frame - Black, 48",Road Frames,Components,Black,297.6346,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/282.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2005-07-01
283,"LL Road Frame - Black, 48",Road Frames,Components,Black,306.5636,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/283.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2006-07-01
284,"LL Road Frame - Black, 48",Road Frames,Components,Black,337.22,1,Road,LL Road Frame,http://www.avising.com/me/LearnPBI/DataSources/ProductImages/284.jpg,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2007-07-01
